TransactionAmount,TransactionType,Location,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation
451.68,Debit,Houston,Online,33,15,1,4381.54,Engineer
19.11,Credit,Colorado Springs,Online,49,160,1,8478.46,Engineer
355,Credit,Fort Worth,Online,26,33,1,185.47,Student
427.69,Debit,Raleigh,ATM,43,236,1,2443.54,Engineer
254.86,Debit,Boston,Branch,23,102,1,699.9,Student
19.48,Debit,Dallas,ATM,27,114,1,4739.59,Engineer
190.17,Debit,Baltimore,ATM,49,265,1,12893.85,Doctor
91.38,Debit,Jacksonville,ATM,65,179,1,2402.58,Retired
206.63,Credit,Oklahoma City,Online,59,128,1,7626.53,Retired
93.22,Debit,Charlotte,Online,52,52,1,1014.63,Retired
547.98,Debit,Oklahoma City,ATM,28,171,1,1358.54,Student
641.06,Debit,Colorado Springs,ATM,23,25,1,1602.13,Student
314.55,Credit,Dallas,Branch,27,19,2,1105.89,Student
836.45,Debit,Virginia Beach,Online,61,63,1,1731.89,Retired
1095.09,Debit,San Francisco,ATM,29,52,1,8692.47,Engineer
189.45,Credit,Boston,Branch,53,62,1,12578.75,Doctor
91.84,Credit,Mesa,Branch,67,80,1,1712.41,Retired
609.52,Debit,Washington,ATM,78,169,1,3485.03,Retired
859.3,Credit,Colorado Springs,Branch,78,68,1,1146.78,Retired
100.01,Debit,Philadelphia,ATM,50,63,1,6393.12,Doctor
28.78,Credit,Tucson,Online,40,51,1,680.55,Doctor
111.08,Debit,Chicago,Online,70,83,1,7037.34,Doctor
470.96,Credit,Indianapolis,Online,69,124,2,12991.03,Doctor
52.23,Credit,San Francisco,Branch,28,96,1,105.01,Student
78.62,Debit,Oklahoma City,Branch,32,52,1,1360.85,Doctor
47.79,Debit,Denver,Branch,25,37,1,1649.92,Student
333.97,Debit,Fresno,Branch,52,45,1,5237.36,Doctor
30.87,Debit,Fresno,ATM,33,295,1,14348.65,Doctor
710.43,Debit,San Diego,Online,67,115,1,5625.55,Retired
220.23,Debit,Milwaukee,ATM,41,48,1,3438.02,Engineer
27.28,Debit,Atlanta,ATM,29,96,1,10668.24,Doctor
101.52,Debit,Tucson,ATM,49,98,1,2018.9,Engineer
162.65,Debit,New York,ATM,59,147,1,9500.95,Engineer
10.52,Debit,Kansas City,ATM,55,30,1,2472.99,Retired
270.72,Debit,Los Angeles,Branch,38,37,1,6522.47,Doctor
202.34,Debit,New York,Online,20,134,1,1223.45,Student
247.58,Debit,San Antonio,ATM,39,152,1,778.74,Engineer
686.17,Debit,Denver,ATM,61,96,1,2246.15,Retired
359.65,Credit,Jacksonville,Online,25,289,1,219.53,Student
109.91,Debit,Seattle,Branch,38,90,1,12896.06,Doctor
215.72,Credit,Columbus,Branch,30,137,1,8697.11,Engineer
490.76,Debit,Columbus,Online,66,156,1,6414.11,Retired
224.28,Debit,Chicago,Online,64,68,1,5767.51,Retired
614.03,Debit,Dallas,ATM,68,51,1,2815.86,Retired
608.79,Debit,Fort Worth,Online,55,157,1,2991.17,Engineer
186.55,Debit,Philadelphia,Branch,48,288,1,224.65,Engineer
840.16,Credit,Colorado Springs,Branch,20,68,1,1236.76,Student
203.34,Debit,Phoenix,ATM,60,66,1,13586.99,Doctor
90.88,Debit,Colorado Springs,ATM,26,284,1,7117.35,Engineer
60.11,Credit,Albuquerque,Branch,61,122,1,7235.87,Retired
393.92,Debit,Memphis,Branch,72,47,1,7318.64,Retired
19.39,Debit,Colorado Springs,ATM,43,45,1,9847.6,Doctor
557.41,Credit,Washington,Online,80,49,1,2968.75,Retired
57.07,Credit,Boston,Online,31,99,1,9323.71,Doctor
395.27,Credit,Miami,Online,18,167,1,1764.08,Student
289.05,Debit,New York,ATM,75,116,1,5683.49,Retired
46.11,Debit,San Francisco,Online,33,233,1,5225.73,Doctor
335.5,Debit,Sacramento,ATM,63,47,1,6445.4,Retired
388.07,Debit,Seattle,Online,24,68,1,289.71,Student
520.86,Credit,Sacramento,Online,51,66,1,9200.74,Engineer
787.41,Debit,Memphis,Online,25,39,1,300.87,Student
31.7,Credit,Raleigh,ATM,48,121,1,743.9,Doctor
22.3,Debit,Philadelphia,ATM,21,90,1,1200.35,Student
203.12,Debit,San Jose,ATM,56,181,1,1562.39,Retired
315.94,Credit,Raleigh,Branch,49,172,1,7719.71,Doctor
192.23,Debit,Albuquerque,Online,54,39,3,2610.67,Engineer
1510.71,Debit,Oklahoma City,Online,66,51,1,2060.02,Retired
0.26,Debit,Oklahoma City,Online,20,173,1,1833.67,Student
210.77,Debit,Mesa,ATM,71,161,1,5396.65,Retired
406.65,Debit,Mesa,ATM,57,107,1,12995.7,Doctor
422.9,Debit,Tucson,ATM,40,111,1,7616.43,Engineer
20.62,Credit,Philadelphia,ATM,35,225,1,12500.8,Doctor
174.39,Debit,San Francisco,ATM,19,36,1,1127.08,Student
7.86,Credit,Sacramento,Branch,76,91,1,3621.98,Retired
61.98,Debit,Denver,Online,49,44,1,5212.28,Engineer
54.85,Credit,San Francisco,Branch,58,40,1,2727.45,Retired
204.7,Debit,Oklahoma City,Branch,49,95,5,5117.03,Doctor
16.55,Debit,Tucson,Branch,26,159,1,6089.79,Engineer
91.32,Debit,Milwaukee,Branch,58,77,1,2618.1,Engineer
195.49,Debit,Memphis,ATM,31,212,1,11988.12,Doctor
49.62,Debit,Portland,ATM,55,111,1,3841.42,Engineer
487.16,Credit,Los Angeles,Branch,28,84,1,321.21,Student
405.6,Debit,Tucson,Online,37,44,1,9754.73,Engineer
512.95,Debit,Columbus,Branch,57,143,1,9584.52,Engineer
345.94,Debit,Portland,ATM,31,163,1,7624.56,Doctor
356.56,Debit,New York,Online,47,52,1,2485.73,Engineer
10.31,Debit,Louisville,Online,36,280,1,2137.9,Engineer
211.69,Debit,Atlanta,Branch,30,111,1,6412.85,Doctor
221.49,Credit,Oklahoma City,Branch,23,196,1,707.25,Student
278.23,Debit,Fresno,Online,48,83,1,8300.54,Engineer
116.88,Debit,Memphis,ATM,45,263,1,7717.34,Doctor
328.77,Credit,San Diego,Online,39,247,1,6967.03,Doctor
77.53,Debit,Louisville,Branch,54,55,1,5158.6,Retired
421.74,Debit,San Jose,Online,67,103,1,12031.14,Doctor
313.69,Debit,Oklahoma City,Branch,73,152,1,7093.68,Retired
411.72,Debit,Washington,Branch,29,153,1,8539.86,Doctor
508.73,Debit,Chicago,Branch,59,89,1,7640.57,Retired
153.08,Debit,Omaha,ATM,24,201,1,1292.21,Student
23.01,Debit,Las Vegas,Branch,63,166,1,5958.75,Retired
69.28,Debit,Los Angeles,Online,25,129,1,708.74,Student
51.25,Credit,Austin,Branch,28,66,1,1744.4,Student
407.65,Debit,Denver,ATM,25,263,1,273.78,Student
459.25,Debit,Tucson,Branch,25,59,1,130.76,Student
301.56,Debit,Seattle,Branch,49,118,1,10389.6,Doctor
17.67,Debit,San Diego,Online,63,91,1,1048.18,Doctor
5.29,Credit,San Francisco,Online,32,132,1,12896.68,Doctor
401.37,Debit,Los Angeles,Branch,43,251,1,8208.54,Engineer
145.4,Debit,Tucson,Online,38,24,1,5244.49,Engineer
556.34,Debit,Seattle,Online,37,46,1,11935.14,Doctor
34.31,Debit,Philadelphia,ATM,24,251,1,1484.76,Student
780.59,Credit,Tucson,Online,23,145,1,6513.34,Student
282.65,Debit,Fort Worth,ATM,35,161,1,13801.15,Doctor
305.27,Debit,Las Vegas,Online,68,147,1,12958.65,Doctor
185.81,Debit,Austin,Online,32,116,1,9588.71,Doctor
66.01,Debit,Milwaukee,Online,49,179,1,3475.99,Engineer
447.95,Debit,Tucson,Branch,29,75,1,7544.4,Engineer
279.3,Debit,Oklahoma City,ATM,19,48,1,1193.61,Student
26.75,Debit,Indianapolis,Online,33,27,1,12063.77,Doctor
611.15,Debit,Detroit,ATM,27,121,1,892.83,Student
275.2,Debit,New York,Online,54,81,1,1230.12,Engineer
427.79,Debit,San Jose,Branch,18,189,1,1479.67,Student
469.13,Credit,San Antonio,ATM,54,139,1,1265.28,Doctor
102.81,Debit,Seattle,Branch,76,47,1,3228.87,Retired
22.61,Debit,Seattle,Online,19,145,1,1111.67,Student
68.28,Debit,Boston,Online,56,293,1,3213.16,Engineer
33.65,Credit,New York,Online,63,146,1,12719.93,Doctor
362.68,Credit,Miami,ATM,63,137,1,2040.77,Retired
73.23,Debit,San Francisco,Branch,20,172,1,1309.85,Student
654.49,Credit,Austin,Online,25,104,1,164.61,Student
18.56,Credit,Memphis,Branch,49,161,1,4230.37,Engineer
389.05,Debit,Dallas,ATM,27,41,1,761,Student
7.38,Debit,Houston,Online,67,105,1,2923.83,Retired
109.48,Debit,Baltimore,Online,61,93,1,7372.47,Retired
66.91,Debit,Seattle,ATM,39,85,1,871.1,Doctor
335.48,Debit,Oklahoma City,Branch,45,155,1,3023.16,Engineer
38.14,Debit,Albuquerque,Online,19,174,1,1119.21,Student
1076.98,Debit,Detroit,Branch,60,173,1,11833.73,Doctor
360.02,Debit,Dallas,Online,68,68,1,6400.59,Retired
567.71,Debit,Memphis,Online,63,80,1,13884.24,Doctor
218.19,Debit,Austin,ATM,19,185,1,620.83,Student
209.99,Debit,Denver,ATM,19,40,1,1938.01,Student
11.02,Debit,Tucson,Branch,19,280,1,964.79,Student
83.43,Debit,New York,Online,56,109,1,1870.16,Retired
344.97,Debit,Austin,Online,34,106,1,5577.94,Doctor
172.29,Debit,El Paso,ATM,36,283,1,8700.8,Engineer
195.54,Debit,Omaha,Online,60,255,1,2794.66,Retired
101.23,Debit,Colorado Springs,Online,45,87,1,6169.71,Engineer
180.46,Debit,Fresno,ATM,25,34,1,831.75,Student
692.55,Debit,Charlotte,Branch,53,109,1,2451.56,Retired
147.31,Credit,Mesa,Online,34,92,1,13625.52,Doctor
107.48,Debit,Los Angeles,Branch,20,103,1,1379.39,Student
1831.02,Credit,Columbus,Online,62,83,1,11498.01,Doctor
81.51,Debit,Washington,Branch,25,97,1,865.49,Student
365.48,Credit,Seattle,Online,76,216,1,7147.4,Retired
491.1,Credit,Houston,Online,35,125,1,7833.85,Engineer
452.8,Debit,Los Angeles,Branch,80,151,1,4840.67,Retired
645.04,Debit,Memphis,Branch,70,78,1,7361.47,Retired
169.28,Debit,Philadelphia,Branch,45,114,1,5128.44,Doctor
88.42,Debit,El Paso,ATM,62,91,1,12381.45,Doctor
155.53,Debit,Baltimore,ATM,29,66,1,4008.05,Engineer
991.82,Debit,Milwaukee,Online,43,300,1,3493.13,Engineer
39.24,Debit,Dallas,ATM,77,106,1,6462.41,Retired
152.01,Debit,Fort Worth,ATM,42,111,3,4625.12,Engineer
78.77,Credit,Las Vegas,ATM,48,50,1,6470.57,Engineer
26.5,Debit,Indianapolis,Online,48,179,1,4854.83,Engineer
83.62,Debit,Raleigh,ATM,48,146,1,12652.22,Doctor
142.78,Debit,San Diego,Branch,68,150,1,11705.88,Doctor
55.99,Debit,El Paso,ATM,35,95,1,932.61,Doctor
774.48,Debit,Louisville,Branch,61,31,1,11613.58,Doctor
105.37,Debit,Sacramento,ATM,25,160,1,1068.55,Student
118.83,Debit,Virginia Beach,Online,28,295,1,1616.3,Student
46.22,Debit,San Jose,Branch,23,217,1,471.28,Student
659.71,Credit,San Jose,Branch,21,148,1,106.86,Student
377.97,Debit,Miami,Online,72,160,1,2457.1,Retired
114.1,Debit,Boston,Branch,69,148,1,5882.12,Retired
11.3,Credit,Louisville,Online,55,41,1,1938.99,Retired
95.5,Debit,Omaha,Online,57,17,1,4079.09,Retired
130.93,Credit,Houston,Branch,28,149,1,860.12,Engineer
272.97,Debit,Boston,Online,68,174,1,7811.31,Retired
73.35,Debit,San Francisco,Branch,24,47,1,1181.84,Student
29.94,Debit,San Francisco,ATM,58,243,1,10915.54,Doctor
307.24,Debit,San Jose,ATM,19,136,2,1670.72,Student
50.52,Debit,Boston,Online,20,140,1,1121.19,Student
820.46,Credit,Fort Worth,Online,53,243,1,5621.86,Engineer
153.07,Debit,Detroit,ATM,56,116,1,8873.43,Engineer
52.94,Debit,Tucson,Branch,41,146,1,6990.92,Doctor
384.41,Debit,Jacksonville,ATM,60,65,1,7831.56,Engineer
235.42,Debit,Phoenix,Branch,51,175,1,6173.23,Retired
114.23,Debit,Dallas,ATM,56,64,1,9523.72,Doctor
12.62,Debit,El Paso,Branch,33,61,1,6420.47,Doctor
997.37,Debit,Fort Worth,ATM,23,145,1,1146.09,Student
373.52,Debit,Colorado Springs,ATM,35,235,1,6430.41,Engineer
336.05,Debit,San Antonio,Branch,28,164,1,1635.05,Student
366.93,Debit,Houston,Online,66,33,1,6697.79,Retired
112.27,Debit,Seattle,Branch,58,102,1,7369.89,Doctor
494.96,Debit,Sacramento,ATM,40,132,1,6903.68,Engineer
561.58,Debit,Sacramento,Online,65,23,1,11748.86,Doctor
440.94,Debit,San Antonio,Online,42,148,1,7303.23,Doctor
71.9,Debit,Los Angeles,Branch,29,51,1,10619.35,Doctor
256.66,Credit,Raleigh,Online,54,137,1,1794.5,Retired
166.55,Credit,Houston,Branch,59,99,1,12970.21,Doctor
276.26,Debit,Louisville,Branch,56,143,1,120.89,Doctor
35.46,Debit,Indianapolis,ATM,67,164,1,5692.31,Doctor
38.14,Debit,Portland,Branch,50,165,1,9879.87,Engineer
506.26,Credit,Baltimore,ATM,64,86,1,6266.65,Retired
736.32,Debit,Indianapolis,Online,31,28,1,14268.95,Doctor
389.43,Credit,Austin,ATM,52,151,1,6449.83,Engineer
25.58,Debit,Omaha,ATM,60,166,1,6741.41,Engineer
446.1,Debit,Seattle,ATM,25,243,1,1008.44,Student
147.74,Debit,Raleigh,Branch,23,15,1,1711.78,Student
1228.81,Debit,San Francisco,ATM,26,254,1,1821,Student
46.23,Debit,Fresno,Online,77,282,1,5107.75,Retired
265.37,Debit,Washington,Branch,33,77,1,5229.95,Engineer
342.57,Debit,Boston,Online,20,91,1,339.16,Student
417.26,Credit,New York,Online,32,45,1,10442.48,Doctor
33.63,Debit,Columbus,Online,63,76,1,4324.4,Retired
64.58,Debit,El Paso,Branch,55,173,1,6292.29,Retired
23.23,Credit,Miami,Branch,21,122,1,269.01,Student
160.52,Credit,Jacksonville,ATM,78,112,1,5379.25,Retired
278.88,Debit,Kansas City,Branch,64,179,2,1334.09,Doctor
285.49,Credit,Charlotte,Branch,53,109,1,6366.84,Doctor
71.87,Debit,Nashville,ATM,22,258,1,1839.1,Student
308.8,Debit,Baltimore,ATM,53,41,1,3966.54,Retired
135.35,Debit,Houston,Branch,33,82,1,9983.36,Engineer
288.43,Debit,Phoenix,Branch,66,72,1,4577.09,Retired
147.46,Credit,Albuquerque,Online,65,205,1,7458.03,Doctor
214.15,Debit,Detroit,Branch,32,217,1,6397.29,Engineer
71.34,Debit,Miami,Online,49,144,3,6345.03,Engineer
170.36,Debit,Indianapolis,ATM,30,118,1,6034.73,Doctor
965.66,Debit,Raleigh,ATM,53,32,1,765.81,Engineer
736.53,Debit,Philadelphia,ATM,55,120,1,9826.26,Engineer
213.42,Debit,Columbus,ATM,45,17,1,3736.38,Engineer
94.09,Debit,Miami,Branch,27,203,1,646.85,Student
91.23,Debit,Boston,ATM,72,86,1,6385.12,Retired
263.92,Credit,San Diego,Branch,57,233,1,4161.71,Retired
77.5,Credit,Fort Worth,Online,51,201,1,11079.77,Doctor
3.65,Debit,Miami,Online,69,146,1,10017.11,Doctor
43.88,Credit,Seattle,Online,26,251,1,1644.09,Student
591.98,Debit,El Paso,ATM,28,132,1,387.65,Student
224.79,Debit,Boston,Online,18,129,1,528.38,Student
64.3,Debit,Louisville,ATM,55,67,1,7530.3,Retired
111.79,Debit,Jacksonville,Online,62,49,1,10887.59,Doctor
927.16,Debit,San Francisco,ATM,59,153,1,7104.61,Retired
613.7,Credit,Fort Worth,Branch,61,37,1,7307.11,Retired
26.07,Debit,Baltimore,Branch,20,19,3,349.98,Student
170.45,Debit,San Francisco,Branch,60,199,1,2284.41,Engineer
344.27,Debit,San Antonio,Branch,22,123,1,1918.36,Student
872.72,Debit,Washington,Online,22,288,1,503.01,Student
292.95,Debit,Memphis,Branch,37,56,1,1216.91,Engineer
28.44,Debit,Fresno,ATM,18,243,1,1071.04,Student
209.02,Debit,El Paso,ATM,21,74,1,187.9,Student
20.05,Debit,Chicago,ATM,72,171,1,7145.67,Retired
175.02,Debit,Phoenix,Online,28,71,1,1493.88,Student
89.5,Credit,Louisville,Branch,41,134,1,8658.95,Engineer
69.96,Debit,Baltimore,Branch,28,31,1,164.12,Student
146.51,Debit,Albuquerque,ATM,53,68,1,7089.9,Engineer
376.78,Credit,Nashville,Online,21,88,1,841.65,Student
148.54,Credit,Columbus,Branch,71,107,1,5677.05,Retired
388.77,Credit,Jacksonville,Online,26,30,1,1658.49,Student
100.38,Debit,Seattle,Branch,63,49,1,10171.68,Doctor
137.23,Debit,Fresno,Branch,64,63,1,13847.99,Doctor
870.3,Debit,San Jose,ATM,51,229,1,3688.98,Retired
458.94,Debit,Detroit,Branch,52,180,1,5619.95,Engineer
327.35,Credit,Memphis,Branch,20,175,1,342.08,Student
757.15,Debit,Raleigh,Online,53,38,1,4702.86,Engineer
5.64,Debit,Boston,Online,59,47,1,12703.24,Doctor
47.23,Credit,Memphis,Online,73,160,1,6659.81,Retired
239.41,Credit,Baltimore,Online,42,248,1,7860.65,Doctor
7.48,Debit,San Antonio,ATM,55,29,1,1275.2,Engineer
170.97,Debit,Nashville,Branch,26,292,1,1265.27,Student
262.43,Credit,San Diego,Online,37,274,5,12841.01,Doctor
659.15,Debit,Boston,ATM,22,204,1,1241.59,Student
31.53,Debit,Kansas City,Online,25,283,1,874.93,Student
111.66,Credit,Washington,Online,48,140,1,5716.72,Engineer
250.01,Debit,Kansas City,ATM,62,88,1,1541.48,Retired
554.15,Debit,Raleigh,ATM,49,108,1,14817.22,Doctor
598.66,Credit,Charlotte,Branch,32,222,1,2587.11,Engineer
28.38,Debit,Sacramento,Branch,55,98,1,173.7,Doctor
16.8,Debit,San Diego,ATM,49,94,1,11847.07,Doctor
896.79,Debit,Dallas,Online,33,168,1,11146.74,Doctor
159,Debit,Las Vegas,ATM,49,38,1,369.79,Engineer
56.31,Credit,Houston,Online,75,195,1,6396.08,Retired
203.99,Debit,Philadelphia,Online,52,215,1,4840.31,Retired
50.99,Debit,Detroit,Branch,29,76,1,1334.6,Doctor
101.28,Credit,Chicago,Online,32,75,1,2774.35,Engineer
299.92,Debit,Denver,ATM,27,122,1,1368,Student
77.54,Debit,Phoenix,Online,67,73,1,4536.38,Retired
18.35,Debit,Nashville,Branch,21,78,1,1293.39,Student
732.53,Credit,San Jose,ATM,26,116,1,441.54,Student
65.11,Debit,Nashville,ATM,34,150,1,8485.14,Engineer
67.07,Credit,Los Angeles,ATM,24,56,1,999.62,Student
137.48,Debit,Seattle,Branch,55,47,1,14273.42,Doctor
398.36,Debit,Columbus,ATM,22,56,1,1863.7,Student
469.46,Debit,New York,ATM,20,149,1,8640.56,Student
37.58,Debit,Indianapolis,ATM,57,182,1,259.44,Doctor
160.24,Debit,Washington,ATM,31,15,1,5526.97,Engineer
315.39,Credit,New York,Branch,23,93,1,929.6,Student
434.17,Debit,Atlanta,ATM,21,148,5,5335.44,Student
165.91,Debit,Jacksonville,ATM,26,84,1,587.12,Student
211.36,Debit,San Francisco,Branch,47,194,1,4760.34,Engineer
241.45,Debit,Portland,Online,26,158,1,1594.04,Student
23.24,Debit,Indianapolis,Branch,68,129,1,13777.79,Doctor
70.88,Credit,Omaha,Branch,74,176,1,1794.65,Retired
1143.67,Debit,Atlanta,Online,66,111,1,7677.76,Retired
314.52,Debit,Memphis,ATM,80,229,1,7071.32,Retired
181.81,Credit,Austin,Online,78,122,1,7525.73,Retired
854.64,Debit,Fort Worth,Branch,56,118,1,2989.25,Retired
261.19,Debit,Oklahoma City,ATM,64,52,1,7620.6,Retired
220.68,Credit,Raleigh,Online,71,217,1,5549.2,Retired
11.86,Debit,Sacramento,Branch,31,129,1,6782.61,Engineer
122.65,Debit,Columbus,Online,28,41,1,1968.51,Student
395.16,Debit,Milwaukee,Online,56,17,1,5340.73,Retired
704.69,Debit,Las Vegas,Online,51,150,1,3267.84,Retired
369.89,Debit,San Antonio,ATM,69,69,1,6941.47,Retired
10.92,Debit,Jacksonville,ATM,67,268,1,7567.2,Retired
199.14,Debit,Seattle,Branch,31,36,1,7001.25,Engineer
109.43,Debit,Denver,ATM,70,140,1,1983.65,Retired
304.15,Debit,Atlanta,Branch,20,40,1,686.91,Student
620.54,Credit,Omaha,Branch,28,98,1,213.36,Student
757.79,Debit,Charlotte,Online,22,117,1,1443.02,Student
122.81,Debit,San Jose,Branch,52,12,1,8450.84,Doctor
96.25,Debit,Houston,Online,61,171,1,7996.7,Retired
1431.33,Debit,Charlotte,ATM,30,49,1,5567.98,Doctor
142.55,Debit,Kansas City,Online,67,97,1,1262.68,Doctor
35.94,Credit,Fresno,Branch,23,141,1,1697.28,Student
24.86,Debit,Jacksonville,Branch,58,292,1,2591.65,Engineer
103.08,Debit,San Francisco,Online,60,109,1,12002.16,Doctor
116.27,Debit,Portland,Online,57,94,1,8726.92,Engineer
363.84,Debit,Columbus,Online,73,118,3,5415.64,Retired
34.74,Credit,Portland,Online,59,72,1,3736.57,Retired
64.01,Credit,Philadelphia,Branch,19,240,1,1225.69,Student
108.75,Debit,Houston,ATM,50,23,4,14829.85,Doctor
50.9,Credit,Jacksonville,Online,28,150,1,1277.7,Student
206.84,Debit,Philadelphia,Branch,20,154,1,454.66,Student
37.4,Debit,Raleigh,ATM,20,84,1,1519.51,Student
154.21,Debit,Miami,Online,46,75,1,8045.77,Engineer
199.37,Debit,Chicago,Online,24,79,1,1331.3,Student
410.49,Credit,Atlanta,Branch,25,134,1,1843.57,Student
1360.01,Credit,Phoenix,Branch,67,218,1,6601.5,Retired
18.23,Debit,Nashville,ATM,56,28,1,8422.2,Engineer
398.7,Debit,Albuquerque,ATM,47,276,1,7987.74,Doctor
122.14,Debit,Omaha,Online,22,155,1,327.68,Student
378.2,Debit,Mesa,Branch,40,167,1,7372.81,Engineer
124.74,Debit,Los Angeles,ATM,49,33,1,2987.97,Engineer
17.1,Debit,Albuquerque,ATM,53,101,1,1619.54,Retired
287.05,Debit,Milwaukee,ATM,22,212,1,1204.65,Student
874.72,Debit,San Francisco,Online,28,173,1,4630.58,Engineer
1762.28,Debit,Memphis,ATM,24,150,1,1380.34,Student
40.12,Credit,Dallas,ATM,36,269,1,14304.38,Doctor
125,Credit,Indianapolis,Online,49,177,1,3215.76,Engineer
348.44,Debit,Baltimore,Online,24,147,1,1022.94,Student
128.4,Debit,Tucson,ATM,69,31,1,2610.64,Retired
320.93,Debit,Atlanta,Online,55,178,1,9451.66,Engineer
1.41,Debit,Sacramento,ATM,53,278,1,1244.17,Retired
50.52,Debit,Los Angeles,Branch,54,293,1,12815.24,Doctor
383.95,Credit,San Diego,Online,31,143,1,9933.56,Engineer
12.94,Debit,Fresno,Branch,23,158,1,921.23,Student
329.75,Debit,Sacramento,Online,56,211,1,6009.43,Retired
981.76,Debit,Milwaukee,Online,45,234,1,602.36,Doctor
40.79,Debit,Milwaukee,ATM,18,80,1,1769.33,Student
99.25,Credit,Phoenix,Online,63,93,1,2570.34,Retired
150.6,Debit,Miami,ATM,69,59,1,3240.14,Retired
29.5,Debit,San Antonio,Online,73,129,1,1229.32,Retired
54.34,Debit,Albuquerque,ATM,65,46,1,8019.89,Doctor
18.25,Debit,Kansas City,ATM,53,18,1,14328.29,Doctor
633.87,Debit,Kansas City,Online,27,175,1,330.16,Student
81.15,Debit,Miami,ATM,19,114,1,1595.26,Student
83.95,Debit,New York,Online,75,170,1,7413.18,Retired
410.4,Credit,Virginia Beach,ATM,61,78,1,2563.91,Retired
172.68,Debit,Baltimore,ATM,33,17,1,10724.95,Doctor
139.88,Debit,Colorado Springs,ATM,34,162,1,2969.71,Engineer
165.55,Debit,Dallas,Branch,28,115,1,761.78,Student
53.79,Credit,Philadelphia,ATM,54,137,3,6229.36,Engineer
285.69,Debit,Miami,ATM,63,35,1,2552.54,Retired
532.4,Debit,Jacksonville,ATM,22,149,1,1033.73,Student
293.85,Debit,Charlotte,Online,25,144,1,1919.97,Student
27.94,Debit,Atlanta,Branch,79,120,1,1893.44,Retired
270.36,Debit,Oklahoma City,ATM,25,37,1,1783.04,Student
112.66,Debit,Philadelphia,Online,29,176,3,852.98,Engineer
506.03,Debit,Detroit,Branch,21,21,1,1123.89,Student
206.95,Debit,Seattle,Branch,22,31,1,1817.65,Student
350.96,Debit,Tucson,ATM,63,167,1,5463.94,Retired
261.63,Debit,Chicago,Branch,20,150,1,477.03,Student
46.12,Debit,Fresno,Branch,59,30,1,8874.01,Doctor
27.25,Credit,Kansas City,Branch,63,92,1,5365.2,Retired
1353.93,Debit,El Paso,Branch,26,171,1,7858.41,Engineer
331.66,Debit,Las Vegas,ATM,76,145,1,7216.3,Retired
667.95,Credit,Oklahoma City,ATM,62,253,1,13558.56,Doctor
49.84,Debit,Chicago,ATM,49,146,1,7872.04,Doctor
556.04,Debit,Denver,ATM,72,27,1,5200.04,Retired
88.06,Credit,Raleigh,Online,18,288,1,1779.85,Student
745.95,Debit,Memphis,ATM,58,127,1,13264.14,Doctor
67.25,Debit,Miami,Online,19,157,1,467.4,Student
93.63,Debit,New York,ATM,29,141,1,9873.62,Engineer
74.11,Debit,San Jose,Branch,22,49,1,1257.9,Student
41.13,Credit,Philadelphia,Branch,77,58,1,6067.54,Retired
192.02,Credit,Indianapolis,Online,79,154,1,5169.07,Retired
291.27,Debit,Detroit,Branch,77,121,1,6878.86,Retired
296.46,Debit,Dallas,Branch,23,136,1,558.99,Student
341.84,Credit,El Paso,Branch,27,89,1,1400.04,Student
98.41,Debit,Sacramento,Online,27,48,1,912.71,Student
109.28,Debit,San Diego,Online,36,112,4,6338.35,Engineer
27.51,Credit,Columbus,Online,40,103,1,13645.63,Doctor
12.18,Debit,New York,Branch,76,77,1,4909.24,Retired
207.71,Credit,Kansas City,Online,25,63,1,570.1,Student
25.77,Credit,San Diego,Online,45,277,1,11749.77,Doctor
127.57,Debit,Nashville,ATM,52,75,1,6118.2,Retired
392.05,Debit,Denver,ATM,60,172,1,4383.69,Engineer
521.01,Credit,Seattle,Branch,41,73,1,4004.55,Engineer
849.76,Debit,Seattle,ATM,25,269,1,373.88,Student
172.5,Debit,Columbus,Online,68,31,1,6851.16,Doctor
265.44,Debit,San Antonio,ATM,30,169,1,9700.77,Engineer
152.34,Debit,Omaha,Branch,55,115,1,6853.51,Doctor
21.13,Debit,Dallas,Branch,28,153,1,948.7,Student
111.55,Debit,Denver,ATM,46,101,1,12221.17,Doctor
321.82,Credit,Raleigh,Branch,32,43,1,6500.5,Engineer
1294.81,Credit,Washington,Branch,45,279,1,9927.75,Engineer
148.77,Debit,San Jose,Branch,67,175,1,2138.42,Retired
14.08,Debit,Dallas,Branch,57,154,1,3908.65,Retired
1283.97,Debit,Colorado Springs,ATM,42,121,1,11041.9,Doctor
566.33,Credit,Charlotte,ATM,24,66,1,379.82,Student
206.51,Debit,Indianapolis,ATM,51,275,1,3921.74,Retired
180.94,Debit,Raleigh,Branch,75,57,1,7659.99,Retired
77.9,Debit,Washington,Branch,21,128,1,664.72,Student
318.92,Credit,Washington,Branch,21,60,1,1167.25,Student
583.3,Credit,Nashville,Online,59,142,1,5896.01,Engineer
100.68,Debit,Memphis,Online,63,139,1,1123.75,Retired
589.64,Debit,Charlotte,Online,62,210,1,2039.4,Retired
225.93,Credit,Omaha,Branch,25,199,1,1864.27,Student
651.55,Debit,Phoenix,Online,72,82,1,2325.78,Retired
80.97,Debit,Seattle,Online,38,157,1,5926.31,Doctor
191.89,Debit,San Antonio,Branch,25,14,1,399.57,Student
